Date,Commodity,Price,Unit,File_Source
2019-09,Cumin,79.19,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Domestic Chicken,39.43,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Domestic Duck,49.9,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Dry Beans,29.62,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Eggplant,5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Farm Chese,27.02,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Farm Chicken,25.59,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Fig,12.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Fresh Milk,14.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Frozen Macaroni fish,33.78,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Frozen Macril fish,48.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Garlic,18.22,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Gren Beans,25.9,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Gren Paper,5.92,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Guava,5.2,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Imported frozen bufalo meat,80.21,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Lentil,25.34,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Medium size Cabbag,9,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Medium size Cucumber,10.67,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Medium size Pidgeon,60.72,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Medium size farm Egg,1.65,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Mulet Fish,70.38,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Nesto Chese,9.74,pieces,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Normal Wheat,8.14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Old Roumi Cheese,108.7,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Onion,6.86,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Pack of Tea,4.36,40 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Packed Honey,18.9,250 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Packed Sugar,14.01,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Packed White Rice,17.23,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Potato,8.75,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Shep meat with bones,151.62,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Smal size Squash,8.39,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Small size Banana,17.24,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Stored Full Crиme White Cheese,57.46,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Sun Flower Oil,23.58,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Tilapia Fish,33.01,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Tomato,8.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Unpacked Buffalo butter,95.7,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Unpacked Halva,33.97,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Unpacked Imported Cattle’s Butter,110.37,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Unpacked Molases,11.99,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Unpacked Pasta,8.07,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Unpacked Rice,9.92,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Unpacked Tahina,48.55,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Unpacked Wheat Flour,7.33,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Yelow Curot without leaps,7.2,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Young age bufalo with bones,143.08,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-09,Zagloul Dates,6.38,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2019.pdf
2019-10,Apricot Jam,11.09,340 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Black Peper Grain,132.19,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Broad Beans,28.57,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Bufalo Buter,97.26,850 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Catefish,19.93,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Citrus,14.87,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Corindar,24.12,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Corn Oil,27.46,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Coton Sed Oil,20.2,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Crushed Beans,23.89,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Crushed Lentil,18.54,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Cumin,79.19,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Domestic Chicken,38.31,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Domestic Duck,48.82,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Dry Beans,29.62,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Egplant,5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Farm Chese,27.02,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Farm Chicken,25.42,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Fresh Milk,14.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Frozen Macaroni fish,33.78,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Frozen Macril fish,48.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Garlic,18.68,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Gren Beans,20,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Gren Paper,5.92,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Guava,8,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Imported frozen bufalo meat,78.46,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Lentil,24.78,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Medium size Cabag,9,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Medium size Cucumber,10.06,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Medium size Pidgeon,60.3,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Medium size farm Eg,1.65,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Mulet Fish,69.53,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Navel Oranges,6.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Nesto Chese,9.74,pieces,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Normal Wheat,8.14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Old Roumi Chese,108.7,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Onion,7.32,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Pack of Tea,4.36,40 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Packed Honey,18.9,250 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Packed Sugar,14.01,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Packed White Rice,17.23,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Potato,8.53,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Shep meat with bones,146.15,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Smal size Banana,17.24,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Smal size Squash,7.72,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Stored Ful Crиme White Chese,57.57,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Sun Flower Oil,23.58,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Tilapia Fish,32.35,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Tomato,7.1,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Unpacked Bufalo buter,96.2,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Unpacked Halva,33.97,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Unpacked Imported Catle’s Buter,111.38,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Unpacked Molases,11.9,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Unpacked Pasta,8.07,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Unpacked Rice,9.92,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Unpacked Tahina,48.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Unpacked Wheat Flour,7.16,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Yelow Curot without leaps,7.2,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Young age bufalo with bones,141.02,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-10,Zagloul Dates,8.97,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2019.pdf
2019-11,(net meat)Midle age bufalo & catle,126.3,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Apricot Jam,11.09,340 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Black Pepper Grain,112.19,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Broad Beans,27.57,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Bufalo Buter,97.26,850 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Catefish,19.93,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Citrus,14.87,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Corindar,24.12,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Corn Oil,28.46,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Coton Sed Oil,20.72,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Crushed Beans,24.89,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Crushed Lentil,18.54,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Cumin,79.19,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Domestic Chicken,38.31,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Domestic Duck,48.82,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Domestic frozen slaughtered white chicken,47.46,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Dry Beans,29.62,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Egplant,5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Farm Chese,27.02,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Farm Chicken,25.42,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Fresh Milk,14.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Frozen Macaroni fish,27.26,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Frozen Macril fish,48.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Garlic,21.68,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Green Papper,5.92,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Gren Beans,10.67,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Guava,8,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Imported frozen bufalo meat,78.46,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Lentil,24.78,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Medium size Cabbag,9,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Medium size Cucumber,12.06,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Medium size Pidgeon,60.3,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Medium size farm Egg,1.65,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Mulet Fish,65.03,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Navel Oranges,5.44,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Nesto Chese,9.74,pieces,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Normal Wheat,7.14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Old Roumi Cheese,108.7,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Onion,7.82,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Pack of Tea,4.36,40 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Packed Honey,18.9,250 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Packed Sugar,14.01,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Packed White Rice,17.23,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Potato,10.03,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Romans,7.72,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Shep meat with bones,134.15,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Smal size Banana,18.74,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Smal size Squash,7.72,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Stored Full Crиme White Cheese,57.57,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Sun Flower Oil,24.58,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
2019-11,Tilapia Fish,33.68,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 11 - 2019.pdf
